"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
11,"NGA","Nigeria","NGA.11_1","Ebonyi",1,20168.145562383,22035.1869597972,22725.2827265204,20663.1574539324,21947.8636394182,21142.1163213757,23041.1982596141,23210.6475494926,23862.6569028477,22543.2546676984,20994.6432935312,18924.9871948167,18471.0692729381,20929.5240244106,21228.831266085,22230.3086933718,21682.07092211,22479.9579738983,24092.4793961997,21026.1302176638,20889.1021031518,22359.5700426966,22395.7383511871,18537.8631464285,20919.4072969896,21584.6859626223,18634.3906223,19859.4856529441,20969.0400727746,19104.6186456571,24246.4080394971,21634.0324651126,20012.6295865309,22632.8113033761,21592.1422606246,23474.1448366724,20543.0421672022,19035.3229281104,21588.8294802865,22156.6853167022,23907.5512789277,22054.3380989454,21893.4501671028,20653.0979419503,20019.0663113363,19926.3426085108,21242.6824151233,20468.469563957,24180.0958091527,21330.7251130866,21666.7536383253,22074.2281793211,24311.1571992035,22506.8588109472,21210.3504032912,23309.0714057407,23802.7184967164,20539.9881058372,21745.243972346,25358.5188217048,19785.769125132,16261.2090395402,21019.5733108559,23640.8095424585,19048.61482956,20499.9152068492,21652.2334700478,22433.8728239622,22989.4905253123,17402.7118080962,23400.091534881,25159.0155396696,19292.5881768701,22441.0222945261,21804.7535228468,22043.6209509889,21031.1588204521,20264.9998607331,19826.6673775993,20293.1957740725,21727.3098807034,22627.381331007,20800.6076518664,23736.1828835237,20439.7089466934,20512.0831198714,22721.8680659196,22320.0426032342,18933.2795918264,22297.2858760129,17812.2749078588,23057.5933482932,21325.8321063886,17686.2994208034,25008.0758293882,19418.420377537,20823.1054217545,20977.0201832445,20700.363407445,18356.4246120365
12,"NGA","Nigeria","NGA.12_1","Edo",1,32047.349639892,37952.6673018719,27371.8365881245,33605.1096356659,30053.3154387277,30392.0323720607,38141.1593964942,30530.5004682543,35242.9939376625,29820.7008734543,34589.9155198006,28818.2200153169,31504.7415224016,28837.68154247,22913.4952661369,33688.1812959574,33396.7535040094,31687.2307696456,27961.3010814671,33062.9810997577,26449.0025238752,27305.7793971394,33734.4890899508,27401.0669425343,28551.992004068,37057.5393103839,41218.0258063777,35829.6476352247,31164.0156497045,33029.2518224142,28495.9367482062,30499.3496331485,30078.6313649875,35592.7790719818,32825.448505312,33417.4922515038,32482.0098458354,28588.1209893176,35949.0513940318,31465.4378702877,25709.942282163,34095.5601075856,32730.7223927797,31092.1309154124,33236.7220714341,24981.342804576,24263.1479997938,30128.2619355265,35683.4672461018,24643.3279034909,27651.4086140785,30549.0052497601,29449.030028947,28913.9161370942,36729.2041408916,28511.4081372872,28752.2799511524,30007.4423964826,35076.1456905567,29467.9292445758,29222.7229797093,26009.1439618164,32840.535769298,36844.3000813707,27387.2163337046,28457.5591221229,29886.8070045112,29034.6855178434,33066.6138199162,33972.1297807692,23985.2166174037,24962.8730430918,29890.1488673037,35273.9710793062,36019.6136156494,31488.4545781517,30839.0577871288,34345.0671250072,25113.6320540001,28469.2285097034,30489.2069890088,26805.7918215767,28605.2515579994,27966.0356552054,32516.5333851771,31607.8511622175,37686.8344111531,35709.7164951302,23287.2378884459,33576.1374505401,30558.6278904255,32727.7272632408,34370.9400358442,27873.6795857166,33853.1314356256,28176.7496233612,31390.762575436,36940.1877953525,31288.5911303267,23541.6288245794
13,"NGA","Nigeria","NGA.13_1","Ekiti",1,24520.6879865529,21525.5687096141,26068.3480335019,21744.8437879721,20680.5225800463,27442.4341707318,22442.6453512188,18010.8540617855,24833.4232978332,25564.5588411136,21321.1436061282,22236.222438603,22913.8155289066,24554.9172304953,22665.4858734195,21204.9024378787,18989.1878388001,23588.0526827695,19410.137145575,21233.3219580593,17275.0427548552,21781.3326440569,23208.113579337,25846.0453129339,22636.6719595151,23059.3459993347,23328.9260209214,21131.4148026685,22413.7950647728,22142.7784774489,19863.2428102085,22926.1408254935,20073.0455240248,22987.9690031714,24016.7002271083,25720.0933712906,22227.3272710342,27228.5955505993,23003.7110400938,17467.3606871293,21441.4757360074,21896.7625117806,22454.2623596147,19567.7017365398,20584.0714648333,20841.4141074489,29439.0413728749,25550.5828442482,21353.9400100974,16072.262847962,22871.3482972339,19163.7079105691,19872.7405659868,18285.805233791,22765.1405147228,29182.0016704937,28361.2448657889,21422.9562975473,26031.8152770446,18014.9640931861,18930.6705454653,22383.6719801086,19871.9597222667,18991.921907521,19188.4735370301,25103.6273280935,20218.9006384116,20334.7534338552,20349.6699796868,27011.7366164465,19339.2406469591,23444.6125324701,18042.5288690169,21217.5023246294,26572.351915298,21571.0980309371,24231.9854472009,18487.0507100882,20944.8952988966,18522.3304239518,23241.9634466184,20845.6564438152,24262.428294667,20344.0690560637,23980.4932945958,18473.6490817731,23600.440111993,19360.9944384079,25604.8092111937,22425.1025249387,25470.858489121,25458.3388010587,26887.1513937853,21569.6020131704,19405.4305513523,20786.2750121804,22362.365212916,26481.2411929594,19310.6172791276,25894.0598588194
14,"NGA","Nigeria","NGA.14_1","Enugu",1,32352.8262123718,32298.0705964224,29412.5147758151,31531.7534915859,26138.0793861263,30551.0798658694,28817.0294276103,27825.7975565888,27891.1106609527,34917.9237678959,29877.2725409058,33705.0124038048,40235.7536539937,32414.1407190415,20773.1609483361,27594.8480553412,34143.9510013756,36857.8802993983,29392.588019955,38954.1314206527,33283.4577579466,28322.4018441266,25839.8306088754,30548.9433665271,24656.3621583324,36850.3747030484,30891.7646051572,38430.624455298,33753.6755634472,35528.9377588727,36955.3931842771,31568.3944294833,31553.6842226693,34537.8390744076,26882.6771927103,29576.5127211708,20339.2370894277,26932.9215766349,30674.7785077438,30116.5076624822,30437.9179183121,31505.3661848311,39077.3646559331,34377.3398796478,27965.9165937114,32474.9757444057,31021.9960042311,28148.7567989762,30176.681217814,37997.0073460626,28241.9426286571,23708.7094783288,34454.2857452089,20701.2743350983,34649.558358294,35451.4282142372,30874.4047635739,29526.3212902977,30085.223994752,34845.1159696448,33492.9362006936,34310.7669511587,36580.2647437236,32589.4821284519,27139.5096530994,27006.2211371833,29195.1281365806,31146.831895826,39994.928718669,33365.7221044409,30367.707540661,28508.586986526,33029.0001463052,32158.370164808,25132.6324949486,26950.2688424837,36076.5934566623,28745.4503507767,26544.8157368733,31365.0365473356,28286.4396902003,28762.0516125042,27725.0986883969,34075.4671347768,30174.2802986999,31607.0279907887,28497.2512959677,33525.9216893021,32888.6649569002,22218.135563555,30753.7567546531,28753.6716111552,32765.6865279047,33414.7957241989,28441.5612747276,32566.2190726774,30000.3789193859,30712.4856751803,28929.9361683317,30365.8449995504
15,"NGA","Nigeria","NGA.15_1","Federal Capital Territory",1,32210.0717878332,32303.4235461898,29640.966852786,29912.8663040014,29689.0814852853,32367.140801951,30364.4812328594,28795.4442033254,33486.9147775235,25800.3171545203,26342.076048396,29853.755785464,29892.0791191965,25936.0564367392,29603.5541361518,31115.2992370513,31133.2213821147,33761.9802733091,31298.2520305177,31997.8040070832,34510.7713168658,31529.3499775099,28233.3462809015,35256.1373093348,29270.4659730388,29285.5194601871,26640.7846460398,33572.057612045,31423.7203632455,28364.03130246,24195.8950787999,24850.8802062679,29775.8843066571,32947.2653785791,31565.7253653733,30121.2162597524,29098.3078833643,27390.9333561505,33248.1306302874,33875.1696360742,26825.2324886147,29683.0450830589,27548.1738484851,33113.906925076,24213.0857526743,29764.0064836073,26092.4268463059,32171.9439143071,26774.2491993587,30155.7628905604,29631.5146433046,34141.5372788416,27451.8015222192,28537.5664041914,32162.1752400775,32906.0996526677,34302.5980949336,32803.9554084511,36488.4492185463,29905.2631688625,35188.481569408,32616.3064123516,30430.4335013113,29398.9429154273,29006.5187894434,31289.180219853,32108.7301607371,31126.4007207232,26833.7211638142,34089.9492612953,24453.1733851227,32902.2819643693,27221.3432308893,24465.2703715361,35001.9186430178,28682.1363372192,29081.3635797527,30124.1371981644,34826.0836187035,27721.9399093351,33184.545649558,25400.4230460293,31512.3623577973,28839.8970976743,30343.974566765,29563.0602623488,28023.8206738723,29965.062452794,31911.5161084171,32448.9398668509,30144.8714512483,26252.1472952719,37392.4630131071,28413.2574303044,28832.176968639,37793.6480146232,27318.8394441926,26758.0627160215,32248.6003064816,29450.42022759
16,"NGA","Nigeria","NGA.16_1","Gombe",1,31784.6600471642,26899.3444242604,31553.0507542677,28138.5548681535,34180.9774371113,24739.8346196061,27092.6406850964,27711.0048364352,28469.9446841652,26791.8647267694,26750.7285152473,29317.8874560518,26359.7234190435,24619.1281218269,28748.2156773606,30717.393022233,32615.783186406,27407.1953104,28817.3765150202,31052.8382916786,29418.1587299667,28303.9713396059,31139.2544389826,30137.7523219102,25448.5186988586,25143.9887215506,25552.2203210701,29639.0294272131,27672.4206618834,26577.9368888807,29558.8570856905,26656.9729370827,26504.6090666642,27980.4271135981,31191.8933344592,25715.5575127662,33633.3288409725,28099.8293879072,28779.9036206454,26215.4775843293,30907.9296470808,24185.7282804254,24794.6609261935,30028.4982358221,32170.6802124937,28133.7117439518,23333.6623060105,33470.8812961109,27061.8011713423,28829.9731241597,32290.414123937,24768.447853415,30023.5353746921,33504.1282601882,27396.5566385621,23950.1292361401,30107.8399760557,27509.4579298746,25567.6989657152,28815.2786101543,26705.6463500246,30353.4204708983,32130.6114585899,27662.9868841339,23921.1693824578,28605.069848098,33254.9260648314,30479.0539803149,31070.1897714159,32341.4251933584,28478.2319820952,29473.1657851785,25425.6136066556,30615.3876172911,24077.8107527899,26007.4988756449,31142.4075930221,29158.9784576898,31037.0892939052,31867.8574841255,26864.4371105285,25930.7558475679,31225.6808063474,25462.9482791847,28327.7903997575,28731.6078012381,31715.4027682296,23532.267454014,29257.8187786436,27470.715609396,26349.1776823058,24057.3817952468,25580.8393084861,31126.8568173239,31812.5577296975,34057.0380649657,33558.66068935,33234.5421531595,34263.0432829503,29861.6856746618
17,"NGA","Nigeria","NGA.17_1","Imo",1,38856.3166037091,43369.3381711194,36917.6743924573,35381.3903742163,41023.356223271,47274.6510764956,34781.2074223418,39922.0166406128,41583.4707900625,33309.3308088684,35657.8543111039,34033.159856757,35828.4174806402,38848.1306392854,38435.9152638616,33240.0456859181,42164.0937669426,32929.2494697691,37660.6976012681,40946.782453074,49230.8703376418,36695.0835557872,26854.6081347842,45059.4675684741,46465.0979039785,37685.3897309459,37255.1754933489,35838.6442984671,42883.5228038526,34086.7262173865,37898.4341952981,41541.9577656296,39028.6325185526,47916.3051466849,42385.6624621559,43634.1615478267,44335.8802402139,37013.1153397138,37616.286932814,38638.5345560708,38882.187630806,33311.8116899109,37710.516167145,31634.3104161488,40139.8940877982,42138.3779414384,46590.6732953609,33498.4776262487,28423.6526489715,42822.5832286961,46231.7849507293,39667.3507819015,31485.5320504357,26930.0623717937,37235.9891350049,40632.1050355742,36730.0149856005,32875.2657797051,38064.2580955696,34702.3142245928,34069.5337861317,38114.1065888801,42320.7454562868,47822.5689670533,45002.5366443413,34123.0195429713,31636.7455389257,47788.3546327166,37515.5930753528,33420.9184483963,37613.8049369081,36931.7336828056,42417.4375268293,34386.0366507431,44327.5780858589,33978.7812260534,38296.9797494591,41484.8682707668,35320.2538133041,33162.1223435131,37987.0750354238,38679.2456810519,37075.9683044951,39597.9543361651,42203.8752175816,37304.3541577228,51544.282804395,43632.077300718,36971.1724016575,34042.6378017181,29955.7772684717,39846.7874000457,43470.4327036917,37741.3715530767,34991.2608949535,38685.4474875438,35459.5387124345,36163.2290245707,42743.5292773542,35488.2947592913
18,"NGA","Nigeria","NGA.18_1","Jigawa",1,31817.5984563094,32207.4460774145,44666.3366810924,35369.7150654243,35770.4164429336,35794.1484560946,37935.3954738544,41094.9232735654,36820.1767497661,37508.5152162525,30801.0286629177,42712.3734388959,44442.6474008318,29565.1049537137,38575.1522917379,37806.6771846789,42240.5883452377,36785.2442765368,38342.7156304008,33354.747835113,34376.4606991938,38991.867606776,43483.0409029006,42944.4786234125,38214.7344157732,45376.4956830307,28686.6813669223,38175.7448009584,31853.8875021735,28438.8800644808,30180.5472779437,40147.6905251785,32680.994247131,38096.6395603258,33139.8869425763,33601.6157846636,40126.7507160911,37547.6880444152,28385.9183843432,37615.4847704495,37770.1276391016,36013.5847861692,39528.448721632,30404.5869760538,48430.0553819278,46703.102415618,31689.3580870485,35868.1400192257,37378.3346690711,42017.1242953447,42763.342421707,41144.2364757618,46817.6822512722,34564.8324681973,31894.277122121,40784.4359624923,27760.6423674106,34717.2142728298,42758.1463976082,31930.8178364736,34975.5779077092,37536.5168218174,30917.8944761269,35769.241300817,30489.6009810102,47634.7950561856,32273.5519559166,41950.5815893303,33130.0315253269,34410.3904953686,37222.8024409565,30379.9974194496,34950.2915845025,37581.4143375743,41186.0731220572,38059.4248879222,40232.4818861096,34754.1224404868,31943.6147285554,38580.9311900457,38277.3646429768,41784.1196795413,38662.6120366232,34237.5242876829,27323.8101960077,43942.9799082352,37550.553136276,35728.3227722791,41740.810308438,42496.3797095647,32232.8856884897,39799.3208000497,33925.9859593627,35536.8146420839,38435.6878787497,40350.4175577807,41763.2895439349,42472.7915551895,43352.36636627,34505.8865469932
19,"NGA","Nigeria","NGA.19_1","Kaduna",1,80601.5686823061,77496.1097992797,81470.2172373472,67916.3613048611,76862.7128557601,69940.4960781755,86752.6268334166,83007.6116049291,64910.3601855404,69325.4034020634,77754.2958652858,68513.3252014663,62779.1863778017,71074.3397990363,66865.8940406225,85329.8875774952,68519.4455144918,75319.1993821098,80075.4882598189,85106.5966358465,76929.7557965878,76082.7498551555,65098.8187029513,72529.3703166737,82120.6609360922,68085.8391451351,76537.8343091179,73241.2518526974,84595.9206640089,74086.5746081539,77115.0472134025,87311.9222714218,68204.7081055505,63625.0069984505,82828.9957074285,87351.5453725516,90497.3322423013,76357.5776027948,77181.1216322047,66451.0976260531,74200.1451818425,68014.5194751238,81029.0654354445,66881.1932881681,84287.5807969774,68390.2941010457,79095.241393943,83288.8415050399,70231.4305140858,83432.8601282072,101017.453095081,86815.6480167124,74679.4987073658,83219.8329571769,65452.1425833913,78753.6633990704,69732.2791952062,65956.1914144963,75835.6573241298,68472.7690200386,79559.7236689154,74638.0491123846,80014.8645823665,71492.5475272561,81219.1321064617,71043.2660123027,73527.3039809966,68773.666973401,72717.5344935456,84017.8511853746,78882.8229660917,80765.1967606013,74639.6173316509,78698.1912042457,73835.118664528,82094.4511956323,76787.5550196038,88637.0267502196,68219.5721490419,74735.4466954871,78798.0706535661,78684.3575863045,85871.3538432509,79968.1486289453,64114.1505342667,88398.0346201322,85693.6526387695,72918.6930452322,80083.5260770496,75008.6484064163,68160.2836329321,63161.8639759947,71823.0570540452,77177.299903065,72864.7080199762,75760.280681574,68327.4289494609,88396.6451119718,76707.5251983717,75615.2919454103
20,"NGA","Nigeria","NGA.20_1","Kano",1,70332.7750898045,105701.71613491,71484.1129561965,109101.438053939,84774.8129514203,86501.840829071,89127.9614130874,95773.3831927541,102062.146347693,87443.4345742313,84786.0755123567,102748.973023653,99190.4863266788,78091.6366748125,93934.2742468289,89629.0116399947,81080.2834407209,81821.8342155327,90328.2257597343,71706.5930212438,81068.9337882928,61237.3927013297,89238.981611008,82608.393456629,95251.4879452171,100886.458261168,75752.6905101913,86873.9780297848,97864.0277379613,69403.7418815362,79637.3527588397,83435.9591649319,68363.5092136596,93736.1432634923,61895.5181316508,77670.758200154,86413.7750252606,85935.2537272044,79435.1543222684,91418.7036725753,98726.5552170399,85176.1234397623,64407.2730185308,87431.5463636945,104781.585007102,85343.3448125779,68346.6389753948,78280.042921144,90123.7278333463,81503.2027220929,96613.1074418675,75759.4442763764,83612.3490303714,82762.0076933449,67348.0414478242,91767.8436284276,91409.5705197281,102820.654095709,77817.2530153479,93677.169897666,87404.2421314142,99658.5082964961,98373.6098583437,88574.187673623,79317.1133388457,99457.6709243054,83401.8169213892,80840.9738528779,81253.7654701437,86925.0234603168,80994.2403436753,76705.6894288791,84928.7281478048,86321.8157168155,101281.749197097,85405.2737722587,87012.2894330228,89442.7701549994,83459.6232545468,71158.9634470983,82934.0977084703,72240.5479007087,94911.1085222977,87304.7708411016,84348.2466434866,103072.690188027,82853.7973882119,101745.84007198,72392.3809917805,87308.7049187787,68027.2180754552,96378.1324416942,81930.3864484932,72810.2763872205,98245.055868866,105028.928114527,90574.9780613945,91959.7405247585,74623.0569144824,99403.3516952258
21,"NGA","Nigeria","NGA.21_1","Katsina",1,52272.5548646155,51382.7300827823,46050.4173574744,49299.0745137676,40430.3709449855,50318.7191566125,46288.4596411862,52875.6700478901,56098.0025871593,56909.4188576104,47863.2780018893,59284.8982299038,53349.1598212274,71722.6582306137,53585.606256218,44479.961254233,56653.314397888,48050.9610427451,56233.0246728434,66807.6506820491,38319.2525185105,46761.3981381963,54713.9899418237,32011.894367738,41362.291395409,52483.8104779803,56530.0249366544,44738.8313020499,47398.9864307343,59679.5177589838,44638.8961260609,59399.3439814332,43726.3634864817,45121.8580606075,45388.4121172331,47311.909916766,45836.2358162199,63310.8342109709,49212.0221292655,47037.9383513295,52043.2150628583,42173.7001645685,35787.73100349,50957.5040583564,52729.5567358984,53846.6070454132,42803.5462313059,46607.7465423274,44646.8097443247,44542.2442033125,45902.2078201384,52380.4376789178,48651.4372417402,42609.9764544307,55227.1077941178,56343.9762353185,46951.3336239568,49670.3176629083,52476.6785228146,45951.936274238,48356.153237566,57167.9907089611,49203.422828267,61013.1049352679,47122.3208239143,44963.6908736087,58282.6931145464,56044.0136439688,48798.0922216596,50560.4877865242,53240.8879336963,59804.2905802792,54258.3819936119,44992.91156858,48308.0486751505,48341.9887894253,44495.4724294027,49662.3843143191,50892.972154393,52970.9857519544,34281.2945426861,42818.7711646326,48543.5566186157,51743.411578427,50828.1764463013,53061.8292080534,48055.2640524189,55979.8590292289,57872.3645438531,56744.9899119665,56509.4222823386,49513.0627341934,47773.3912358905,41826.6837216828,56963.5305574439,41431.6976339038,49629.9938584634,43575.3790955299,49597.9686423444,51351.9408361453
22,"NGA","Nigeria","NGA.22_1","Kebbi",1,29880.9409884751,24994.9873432901,32013.5393175622,25528.5808465751,27788.9676018363,32897.9067129398,30976.2038312879,30427.8685417637,27167.5295671215,31749.5829604366,30495.7936129083,23856.1332551103,31956.738103001,28160.7607756085,39143.439225221,28366.1999753351,33333.4354707114,28810.4059212245,21342.1574813914,34492.3569771069,28515.4388946216,31419.8534006959,28652.0292457251,33590.8443456165,37920.6554899352,27291.3463419801,30359.8903213102,32420.6867372624,41791.1591427454,28277.7505834033,28391.4265989209,30392.5902052326,27269.6817775728,31189.1770303247,34666.9427077606,33476.5600388191,28946.5824596723,31396.1651394414,32510.2968248323,24709.0042170153,26349.722688881,26901.539565981,23720.4611619285,32227.0028707407,30198.4937781252,31598.6710113139,24699.9642734593,21120.0845530271,25324.5649812545,27886.0602930104,18882.6174962034,26028.839163685,26139.2087394548,25902.7555804276,30256.3799857009,30878.1237835136,28264.3963260887,24441.0136842057,34507.293069982,27916.8898625493,31450.4730114132,23175.7503771124,28181.4757651656,27068.2758282028,31429.8380421605,29851.0250616089,28340.7651616442,28115.763729815,33320.0703009785,28812.977116054,33518.6092112916,32218.4670791386,30093.2773695492,26609.6539567224,26338.7039680661,31229.7230183646,29105.773033228,27153.2667795867,31143.3186348621,32828.9531935516,22330.4303007338,26042.9390261012,40410.8448465129,30399.8270926643,27693.2895961128,28651.6613746998,28013.2400549412,29554.8549804848,27741.9589761205,26808.7332727499,27314.8850799608,29303.1853637184,30510.9623166924,31517.9051046639,31038.6798243323,27680.446153131,33697.4166630761,27147.8777445598,29732.7449299858,27633.0907997465
23,"NGA","Nigeria","NGA.23_1","Kogi",1,30223.0440375695,27125.6803559523,32237.3201197448,32671.8411906244,30973.6865265201,25959.324245553,30249.0991857031,32236.3861778294,33827.3434650393,27504.1752814201,29387.6667147446,28436.2332461166,34302.8702858643,30512.24788966,29623.3764668196,31724.6721871665,36682.4221490291,29739.5337358542,37329.380361462,29726.178979111,19694.3391802561,32072.3409885158,38205.3950565029,35120.2890897276,36611.2665354882,33442.057156168,29572.7346802142,36057.8489486163,28639.9991987075,30676.0479394042,36306.0522165733,37470.7715706513,24290.9654659135,26524.391735812,25765.017143315,27332.5596854237,35886.6042762188,25723.5432272044,27477.3576691107,37231.5528652221,30652.4163201381,31727.8930346854,27149.5610030536,32007.5079404869,35814.3367170706,27878.3802029789,30360.4292517568,27311.4603073309,27984.4864037884,32242.9017404335,38295.1921326078,28279.3386752082,23873.8295292888,30376.2547614082,31726.1444212746,37665.9326474082,30938.4714246421,24808.6942826356,28337.646801874,31534.3963396547,28351.0535294894,31640.5758905127,30366.0768114269,35572.0321719001,24760.5933716143,34843.6759943759,26191.3669062165,42073.6823299658,27458.3448186314,34334.1982549227,31951.3042943907,28625.1982681855,26525.5390417927,25568.5708451019,30369.662241876,27331.5996513231,28906.8186205101,28309.3543663843,36781.656091161,32950.2433918542,27388.4904836172,36070.9618182448,26092.9873285351,25996.298967366,36436.0212818307,37916.4814755209,27914.693894081,29622.4853294065,29537.7659597495,32872.4746584733,27396.7786220736,37315.3685473802,26925.5948063559,29958.7786097983,37703.2751968801,29262.1179228145,28949.5641833673,31890.387256244,34323.8063972429,28116.4242465868
24,"NGA","Nigeria","NGA.24_1","Kwara",1,24573.8756283764,20954.8651520627,25667.1377064527,21556.3501153665,23403.1512544581,21198.1001716418,23214.6367466163,16595.8226112385,23412.7727298391,21088.8343314562,19983.1335279227,21952.4134682994,26197.7259780912,24460.9597483488,13561.7274902316,24939.3957825096,26121.4343259779,18838.3052076962,26196.6125534211,18555.9532297693,22210.3614935613,19998.6456136449,22205.9379795695,26837.6134786644,29126.7241499816,22693.5978346005,27645.2927648075,23898.1617449515,20875.1374490841,23513.2896863357,16471.4152938475,21616.9782291837,21002.3019621174,22940.9992145226,22574.9190366444,20605.5453397185,23358.3233875315,18061.0785268552,25355.707722403,26538.526187038,19260.641434463,20928.497739732,25229.3264106123,23556.0266249844,28233.6239145065,20573.492405338,20344.503760046,23562.5823679549,24663.4489146121,21347.4625109643,22876.6921980199,24378.7921574064,24502.8163632051,19450.0582723668,20930.4069790961,23169.3311624521,25067.590465541,24247.7388693755,24964.9360777926,25628.8938912544,22441.6706238266,19565.9947789226,26002.7992345198,19767.8468315518,23532.9746147956,23334.4053309647,22616.7401847691,24458.7848903905,22148.1467914496,23777.619621841,17138.7879462999,22442.5498937441,24727.1152455566,18894.7762401614,22168.6169114131,21643.8689550795,22232.4279406479,24006.222046397,25793.4833071474,21693.0241436866,25772.3475385057,17194.2092241597,22536.6590352188,21232.9149349582,20776.4383809957,28554.6954753606,26901.7705725522,22692.2742727638,20601.0092793006,22835.8867226292,24943.5411117489,24106.9492183771,22892.4025896787,26554.4510184716,24162.6121124343,24143.9039608538,19237.9518084259,21829.4312123601,19556.973421119,20624.1294303586
25,"NGA","Nigeria","NGA.25_1","Lagos",1,58681.2286682083,69556.9832046925,70160.779539844,86296.3341215778,65031.143565339,65651.5235452593,67288.9917810425,84398.0489390724,70898.9138560034,78743.2688109493,63705.4328344941,72645.2837580604,75750.1329736573,82220.474811625,74150.8352418443,72282.5106904871,62206.92524373,80840.2664799053,78990.735156036,81351.5995487599,72863.5158514601,78345.6555751335,76557.83063181,76490.9031138017,80600.5681606738,65437.9772380429,74058.6268499693,81479.4232357793,49718.0109523227,69358.8820746977,61585.6157544586,87821.0066141864,72170.5889502411,86799.9996854898,63128.0480230196,63554.7940386787,84947.3227101647,45219.0530451572,92807.2436691856,84387.6315569546,67434.2526576672,88850.761599345,63315.1908444971,75423.0943603897,69849.1328198196,64467.6095940661,56360.3525527412,78122.9894529289,74185.6854830871,59397.9231075337,87209.7392958815,75079.1717761888,84890.2135912843,92908.0569771944,85896.0492535905,68159.7852800839,91957.2997011928,84364.4064240807,71360.32871713,80628.2817025628,88169.3883782596,76131.8436116697,71767.0831053601,68380.2949282989,79489.1817270297,62253.4542644758,64166.419966299,87703.6766938108,77022.1386081209,88971.3049530077,74174.0001023402,82164.1998448628,74343.1736644097,82850.4129679503,80988.5900521183,64417.3106687026,73355.78597833,75250.7196574909,65652.8762026377,82188.5605119324,60230.594329449,73924.4007599094,98267.8969281562,73519.0293032032,83472.8183927883,74528.7378001873,76783.6157423487,80906.4442638199,80980.0872176375,74743.7528528552,81967.3829880691,68666.5840136142,70724.6664441587,62644.5426520587,58952.450818319,76403.0309957687,76214.1419323109,65135.7003308432,60645.869113867,68007.9325376692
26,"NGA","Nigeria","NGA.26_1","Nasarawa",1,30491.7004269263,30251.5726371973,23792.7540924178,24502.3894419432,17728.7765264722,27590.9799916422,26025.4571730781,23575.5006216221,23292.5046483191,24482.2681155732,25527.2770137511,31569.5010171764,24126.4651570448,31631.0551962111,22709.0923187589,22500.6069385334,24316.7698256449,25240.7498513622,24171.6975697266,25371.1238752134,27839.5781580696,23808.2152776654,28375.2198442875,23942.3027275652,26872.0408087129,25500.3456508743,25340.6480757194,25949.7960188947,25240.0446999049,22845.7456134072,22720.1118437581,27226.1593493093,27379.5975958813,22838.4952813994,26449.2151934826,22053.7630749358,21866.8806927701,23401.347590657,22451.0337726527,21686.7699978625,26681.4814492524,25406.3148382519,22358.418651899,23948.9896059053,24947.1496587258,25965.4653525284,26905.6945959007,24534.3772331641,22587.4382350516,27169.9268161986,24859.6900779117,25407.3850052268,24199.6889804762,26142.6352288155,23616.0880381672,26050.4032775915,29064.8250756272,25563.828937816,24224.2827036687,28454.1280676819,26961.7939903375,26127.5759306321,24986.4372789019,23723.9646439343,22369.881258642,22691.3873444596,21492.8303130169,22089.500619468,24075.3795715355,20149.1412485539,25360.8282408225,30111.5097043837,27213.9018657753,26330.7287843873,30570.7658542482,23733.9296520632,25939.9951038167,24107.9463399922,23484.3263708346,26914.5022161113,23171.2766281672,23527.5331580537,26776.5972842511,24643.5427721507,23404.3304324535,24639.1987393068,21526.5612294515,22098.4272630124,24381.8163492831,22579.2235099533,24842.7132960975,22932.0512395792,25905.1417754836,19564.7541300811,26742.2798128407,23879.3115644945,25253.2587957309,25543.8939880019,31330.5958919094,24156.9646966655
